PdfType: replica
Format: lhagrid1
---
1.000000e-09 1.131190e-09 1.381630e-09 1.687530e-09 2.061150e-09 2.517500e-09 3.074880e-09 3.755670e-09 4.587180e-09 5.602800e-09 6.843270e-09 8.358390e-09 1.020900e-08 1.246930e-08 1.523000e-08 1.860190e-08 2.272050e-08 2.775080e-08 3.389490e-08 4.139940e-08 5.056530e-08 6.176060e-08 7.543460e-08 9.213600e-08 1.125350e-07 1.374510e-07 1.678830e-07 2.050520e-07 2.504520e-07 3.059020e-07 3.736300e-07 4.563530e-07 5.573900e-07 6.807980e-07 8.315290e-07 1.015630e-06 1.240500e-06 1.515140e-06 1.850600e-06 2.260330e-06 2.760770e-06 3.372020e-06 4.118590e-06 5.030460e-06 6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.295000e+00 1.298750e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05 
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 8.13687056e-04 -3.57992560e+00 1.43619604e+00 1.43485206e+00 1.43485496e+00 1.43619357e+00 -3.57992560e+00 8.13687056e-04 0.00000000e+00 2.44997655e+04
0.00000000e+00 6.24541437e-08 -1.18100669e+00 3.83342625e+00 3.83209986e+00 3.83209316e+00 3.83343045e+00 -1.18100669e+00 6.24541437e-08 0.00000000e+00 2.45040400e+04
0.00000000e+00 1.78300503e+02 9.18760892e+01 9.68219919e+01 9.68206607e+01 9.68206646e+01 9.68219826e+01 9.18760892e+01 1.78300503e+02 0.00000000e+00 2.44233254e+04
0.00000000e+00 2.61927536e+02 1.77805645e+02 1.82692468e+02 1.82690923e+02 1.82690944e+02 1.82692467e+02 1.77805645e+02 2.61927536e+02 0.00000000e+00 2.44572217e+04
0.00000000e+00 3.40323461e+02 2.58383654e+02 2.63213668e+02 2.63212429e+02 2.63212447e+02 2.63213679e+02 2.58383654e+02 3.40323461e+02 0.00000000e+00 2.45228389e+04
0.00000000e+00 4.14261564e+02 3.34366459e+02 3.39143935e+02 3.39142668e+02 3.39142666e+02 3.39143933e+02 3.34366459e+02 4.14261564e+02 0.00000000e+00 2.46174866e+04
0.00000000e+00 4.84388681e+02 4.06424870e+02 4.11150876e+02 4.11150214e+02 4.11150227e+02 4.11150903e+02 4.06424870e+02 4.84388681e+02 0.00000000e+00 2.47394233e+04
0.00000000e+00 5.51254644e+02 4.75116662e+02 4.79793683e+02 4.79793025e+02 4.79793025e+02 4.79793685e+02 4.75116662e+02 5.51254644e+02 0.00000000e+00 2.48864883e+04
0.00000000e+00 6.15278874e+02 5.40875180e+02 5.45509588e+02 5.45505227e+02 5.45505222e+02 5.45509580e+02 5.40875180e+02 6.15278874e+02 0.00000000e+00 2.50584576e+04
0.00000000e+00 6.76874934e+02 6.04124580e+02 6.08715622e+02 6.08711229e+02 6.08711236e+02 6.08715636e+02 6.04124580e+02 6.76874934e+02 0.00000000e+00 2.52547218e+04
0.00000000e+00 7.36364550e+02 6.65190265e+02 6.69736578e+02 6.69735642e+02 6.69735644e+02 6.69736576e+02 6.65190265e+02 7.36364550e+02 0.00000000e+00 2.54754839e+04
1.03866670e+02 7.98240947e+02 7.28724403e+02 7.33223748e+02 7.33222698e+02 7.33222671e+02 7.33223729e+02 7.28724403e+02 7.98240947e+02 1.03866670e+02 2.55737526e+04
1.80105514e+02 8.58945393e+02 7.90974090e+02 7.95430468e+02 7.95427927e+02 7.95427923e+02 7.95430407e+02 7.90974090e+02 8.58945393e+02 1.80105514e+02 2.57205669e+04
2.54365324e+02 9.18204885e+02 8.51723577e+02 8.56139669e+02 8.56135045e+02 8.56134927e+02 8.56139643e+02 8.51723577e+02 9.18204885e+02 2.54365324e+02 2.59072513e+04
3.26921177e+02 9.76260189e+02 9.11219000e+02 9.15593280e+02 9.15592626e+02 9.15592605e+02 9.15593241e+02 9.11219000e+02 9.76260189e+02 3.26921177e+02 2.61357635e+04
3.98077446e+02 1.03338472e+03 9.69740654e+02 9.74074728e+02 9.74070662e+02 9.74070643e+02 9.74074716e+02 9.69740654e+02 1.03338472e+03 3.98077446e+02 2.64090241e+04
4.68140609e+02 1.08984634e+03 1.02755519e+03 1.03185156e+03 1.03184695e+03 1.03184688e+03 1.03185166e+03 1.02755519e+03 1.08984634e+03 4.68140609e+02 2.67308603e+04
5.37358508e+02 1.14588185e+03 1.08490096e+03 1.08915888e+03 1.08915598e+03 1.08915592e+03 1.08915890e+03 1.08490096e+03 1.14588185e+03 5.37358508e+02 2.71050478e+04
6.06050200e+02 1.20177271e+03 1.14206669e+03 1.14628588e+03 1.14628510e+03 1.14628510e+03 1.14628593e+03 1.14206669e+03 1.20177271e+03 6.06050200e+02 2.75369289e+04
6.74469499e+02 1.25776546e+03 1.19929558e+03 1.20347765e+03 1.20347407e+03 1.20347409e+03 1.20347764e+03 1.19929558e+03 1.25776546e+03 6.74469499e+02 2.80320009e+04
7.42929472e+02 1.31414478e+03 1.25687574e+03 1.26102317e+03 1.26102169e+03 1.26102175e+03 1.26102314e+03 1.25687574e+03 1.31414478e+03 7.42929472e+02 2.85967865e+04
8.11747960e+02 1.37121173e+03 1.31511265e+03 1.31922526e+03 1.31922226e+03 1.31922219e+03 1.31922529e+03 1.31511265e+03 1.37121173e+03 8.11747960e+02 2.92389443e+04
8.81217778e+02 1.42924600e+03 1.37428732e+03 1.37836244e+03 1.37836096e+03 1.37836088e+03 1.37836241e+03 1.37428732e+03 1.42924600e+03 8.81217778e+02 2.99663257e+04
9.51705447e+02 1.48859420e+03 1.43474203e+03 1.43878414e+03 1.43878267e+03 1.43878267e+03 1.43878420e+03 1.43474203e+03 1.48859420e+03 9.51705447e+02 3.07884199e+04
1.02352938e+03 1.54956893e+03 1.49679907e+03 1.50080761e+03 1.50080504e+03 1.50080502e+03 1.50080765e+03 1.49679907e+03 1.54956893e+03 1.02352938e+03 3.17151892e+04
1.09708425e+03 1.61254624e+03 1.56083043e+03 1.56480768e+03 1.56480306e+03 1.56480287e+03 1.56480766e+03 1.56083043e+03 1.61254624e+03 1.09708425e+03 3.27577291e+04
1.17278724e+03 1.67793153e+03 1.62724496e+03 1.63118435e+03 1.63118397e+03 1.63118412e+03 1.63118474e+03 1.62724496e+03 1.67793153e+03 1.17278724e+03 3.39284798e+04
